d_case_folding,d_digits_removal,d_breaking_hyphens,d_punctuation_mark_removal,d_tokenizing,d_stemming,d_stopword_removal,,label
"adult humor for adults, makers of lulz. shocking humor, porn bloopers, porn fails, cam whores, amateur porn and more.","adult humor for adults, makers of lulz. shocking humor, porn bloopers, porn fails, cam whores, amateur porn and more.","adult humor for adults, makers of lulz. shocking humor, porn bloopers, porn fails, cam whores, amateur porn and more.",adult humor for adults makers of lulz shocking humor porn bloopers porn fails cam whores amateur porn and more,"['adult', 'humor', 'for', 'adults', 'makers', 'of', 'lulz', 'shocking', 'humor', 'porn', 'bloopers', 'porn', 'fails', 'cam', 'whores', 'amateur', 'porn', 'and', 'more']","['adult', 'humor', 'for', 'adult', 'maker', 'of', 'lulz', 'shock', 'humor', 'porn', 'blooper', 'porn', 'fails', 'cam', 'whore', 'amateur', 'porn', 'and', 'more']","['adult', 'humor', 'adult', 'maker', 'lulz', 'shock', 'humor', 'porn', 'blooper', 'porn', 'fails', 'cam', 'whore', 'amateur', 'porn']",,berbahaya
wide variety of best sex videos in many different niches is what alpha porno tube is famous for. come for big selection of free hardcore porn daily.,wide variety of best sex videos in many different niches is what alpha porno tube is famous for. come for big selection of free hardcore porn daily.,wide variety of best sex videos in many different niches is what alpha porno tube is famous for. come for big selection of free hardcore porn daily.,wide variety of best sex videos in many different niches is what alpha porno tube is famous for come for big selection of free hardcore porn daily,"['wide', 'variety', 'of', 'best', 'sex', 'videos', 'in', 'many', 'different', 'niches', 'is', 'what', 'alpha', 'porno', 'tube', 'is', 'famous', 'for', 'come', 'for', 'big', 'selection', 'of', 'free', 'hardcore', 'porn', 'daily']","['wide', 'variety', 'of', 'best', 'sex', 'video', 'in', 'many', 'different', 'niche', 'be', 'what', 'alpha', 'porno', 'tube', 'be', 'famous', 'for', 'come', 'for', 'big', 'selection', 'of', 'free', 'hardcore', 'porn', 'daily']","['wide', 'variety', 'best', 'sex', 'video', 'many', 'different', 'niche', 'alpha', 'porno', 'tube', 'famous', 'come', 'big', 'selection', 'free', 'hardcore', 'porn', 'daily']",,berbahaya
"all free porn, videos, celebs, vintage, classic porn, pornstars, models, kinky, fetish, bdsm, gay, ethnic, gay, bi-sexual, shemale, ladyboy, hentai, anime, amateur,softcore, hardcore,men.","all free porn, videos, celebs, vintage, classic porn, pornstars, models, kinky, fetish, bdsm, gay, ethnic, gay, bi-sexual, shemale, ladyboy, hentai, anime, amateur,softcore, hardcore,men.","all free porn, videos, celebs, vintage, classic porn, pornstars, models, kinky, fetish, bdsm, gay, ethnic, gay, bi sexual, shemale, ladyboy, hentai, anime, amateur,softcore, hardcore,men.",all free porn videos celebs vintage classic porn pornstars models kinky fetish bdsm gay ethnic gay bi sexual shemale ladyboy hentai anime amateursoftcore hardcoremen,"['all', 'free', 'porn', 'videos', 'celebs', 'vintage', 'classic', 'porn', 'pornstars', 'models', 'kinky', 'fetish', 'bdsm', 'gay', 'ethnic', 'gay', 'bi', 'sexual', 'shemale', 'ladyboy', 'hentai', 'anime', 'amateursoftcore', 'hardcoremen']","['all', 'free', 'porn', 'video', 'celebs', 'vintage', 'classic', 'porn', 'pornstars', 'model', 'kinky', 'fetish', 'bdsm', 'gay', 'ethnic', 'gay', 'bi', 'sexual', 'shemale', 'ladyboy', 'hentai', 'anime', 'amateursoftcore', 'hardcoremen']","['free', 'porn', 'video', 'celebs', 'vintage', 'classic', 'porn', 'pornstars', 'model', 'kinky', 'fetish', 'bdsm', 'gay', 'ethnic', 'gay', 'bi', 'sexual', 'shemale', 'ladyboy', 'hentai', 'anime', 'amateursoftcore', 'hardcoremen']",,berbahaya
"free shemale porn videos, huge collection of free tranny porno movies. new shemale and tranny sex porn tube vids delivered to you everyday only at ashemaletube.com","free shemale porn videos, huge collection of free tranny porno movies. new shemale and tranny sex porn tube vids delivered to you everyday only at ashemaletube.com","free shemale porn videos, huge collection of free tranny porno movies. new shemale and tranny sex porn tube vids delivered to you everyday only at ashemaletube.com",free shemale porn videos huge collection of free tranny porno movies new shemale and tranny sex porn tube vids delivered to you everyday only at ashemaletubecom,"['free', 'shemale', 'porn', 'videos', 'huge', 'collection', 'of', 'free', 'tranny', 'porno', 'movies', 'new', 'shemale', 'and', 'tranny', 'sex', 'porn', 'tube', 'vids', 'delivered', 'to', 'you', 'everyday', 'only', 'at', 'ashemaletubecom']","['free', 'shemale', 'porn', 'video', 'huge', 'collection', 'of', 'free', 'tranny', 'porno', 'movie', 'new', 'shemale', 'and', 'tranny', 'sex', 'porn', 'tube', 'vids', 'deliver', 'to', 'you', 'everyday', 'only', 'at', 'ashemaletubecom']","['free', 'shemale', 'porn', 'video', 'huge', 'collection', 'free', 'tranny', 'porno', 'movie', 'new', 'shemale', 'tranny', 'sex', 'porn', 'tube', 'vids', 'deliver', 'everyday', 'ashemaletubecom']",,berbahaya
pornmd is a porn search engine that pulls all the best videos in from all of the best porn sites in the world. search multiple sites at once.,pornmd is a porn search engine that pulls all the best videos in from all of the best porn sites in the world. search multiple sites at once.,pornmd is a porn search engine that pulls all the best videos in from all of the best porn sites in the world. search multiple sites at once.,pornmd is a porn search engine that pulls all the best videos in from all of the best porn sites in the world search multiple sites at once,"['pornmd', 'is', 'a', 'porn', 'search', 'engine', 'that', 'pulls', 'all', 'the', 'best', 'videos', 'in', 'from', 'all', 'of', 'the', 'best', 'porn', 'sites', 'in', 'the', 'world', 'search', 'multiple', 'sites', 'at', 'once']","['pornmd', 'be', 'a', 'porn', 'search', 'engine', 'that', 'pull', 'all', 'the', 'best', 'video', 'in', 'from', 'all', 'of', 'the', 'best', 'porn', 'site', 'in', 'the', 'world', 'search', 'multiple', 'site', 'at', 'once']","['pornmd', 'porn', 'search', 'engine', 'pull', 'best', 'video', 'best', 'porn', 'site', 'world', 'search', 'multiple', 'site']",,berbahaya
"brazzers.com features the hottest pornstars in the most popular brazzers porn videos in the adult industry. watch exclusive sex videos with big tits, hot asses, and more!","brazzers.com features the hottest pornstars in the most popular brazzers porn videos in the adult industry. watch exclusive sex videos with big tits, hot asses, and more!","brazzers.com features the hottest pornstars in the most popular brazzers porn videos in the adult industry. watch exclusive sex videos with big tits, hot asses, and more!",brazzerscom features the hottest pornstars in the most popular brazzers porn videos in the adult industry watch exclusive sex videos with big tits hot asses and more,"['brazzerscom', 'features', 'the', 'hottest', 'pornstars', 'in', 'the', 'most', 'popular', 'brazzers', 'porn', 'videos', 'in', 'the', 'adult', 'industry', 'watch', 'exclusive', 'sex', 'videos', 'with', 'big', 'tits', 'hot', 'asses', 'and', 'more']","['brazzerscom', 'feature', 'the', 'hottest', 'pornstars', 'in', 'the', 'most', 'popular', 'brazzers', 'porn', 'video', 'in', 'the', 'adult', 'industry', 'watch', 'exclusive', 'sex', 'video', 'with', 'big', 'tit', 'hot', 'ass', 'and', 'more']","['brazzerscom', 'feature', 'hottest', 'pornstars', 'popular', 'brazzers', 'porn', 'video', 'adult', 'industry', 'watch', 'exclusive', 'sex', 'video', 'big', 'tit', 'hot', 'ass']",,berbahaya
"watch free xxx porn videos & porno movies online at tnaflix, world’s best hardcore sex tube site for hot hd porn streaming or download","watch free xxx porn videos & porno movies online at tnaflix, world’s best hardcore sex tube site for hot hd porn streaming or download","watch free xxx porn videos & porno movies online at tnaflix, world’s best hardcore sex tube site for hot hd porn streaming or download",watch free xxx porn videos porno movies online at tnaflix world’s best hardcore sex tube site for hot hd porn streaming or download,"['watch', 'free', 'xxx', 'porn', 'videos', 'porno', 'movies', 'online', 'at', 'tnaflix', 'world', '’', 's', 'best', 'hardcore', 'sex', 'tube', 'site', 'for', 'hot', 'hd', 'porn', 'streaming', 'or', 'download']","['watch', 'free', 'xxx', 'porn', 'video', 'porno', 'movie', 'online', 'at', 'tnaflix', 'world', '', 's', 'best', 'hardcore', 'sex', 'tube', 'site', 'for', 'hot', 'hd', 'porn', 'stream', 'or', 'download']","['watch', 'free', 'xxx', 'porn', 'video', 'porno', 'movie', 'online', 'tnaflix', 'world', '', 'best', 'hardcore', 'sex', 'tube', 'site', 'hot', 'hd', 'porn', 'stream', 'download']",,berbahaya
"pornhub is the world’s leading free porn site. choose from millions of hardcore videos that stream quickly and in high quality, including amazing vr porn. the largest adult site on the internet just keeps getting better. we have more pornstars and real amateurs than anyone else. it’s fast, it’s free, it’s pornhub!","pornhub is the world’s leading free porn site. choose from millions of hardcore videos that stream quickly and in high quality, including amazing vr porn. the largest adult site on the internet just keeps getting better. we have more pornstars and real amateurs than anyone else. it’s fast, it’s free, it’s pornhub!","pornhub is the world’s leading free porn site. choose from millions of hardcore videos that stream quickly and in high quality, including amazing vr porn. the largest adult site on the internet just keeps getting better. we have more pornstars and real amateurs than anyone else. it’s fast, it’s free, it’s pornhub!",pornhub is the world’s leading free porn site choose from millions of hardcore videos that stream quickly and in high quality including amazing vr porn the largest adult site on the internet just keeps getting better we have more pornstars and real amateurs than anyone else it’s fast it’s free it’s pornhub,"['pornhub', 'is', 'the', 'world', '’', 's', 'leading', 'free', 'porn', 'site', 'choose', 'from', 'millions', 'of', 'hardcore', 'videos', 'that', 'stream', 'quickly', 'and', 'in', 'high', 'quality', 'including', 'amazing', 'vr', 'porn', 'the', 'largest', 'adult', 'site', 'on', 'the', 'internet', 'just', 'keeps', 'getting', 'better', 'we', 'have', 'more', 'pornstars', 'and', 'real', 'amateurs', 'than', 'anyone', 'else', 'it', '’', 's', 'fast', 'it', '’', 's', 'free', 'it', '’', 's', 'pornhub']","['pornhub', 'be', 'the', 'world', '', 's', 'lead', 'free', 'porn', 'site', 'choose', 'from', 'million', 'of', 'hardcore', 'video', 'that', 'stream', 'quickly', 'and', 'in', 'high', 'quality', 'include', 'amaze', 'vr', 'porn', 'the', 'large', 'adult', 'site', 'on', 'the', 'internet', 'just', 'keep', 'get', 'well', 'we', 'have', 'more', 'pornstars', 'and', 'real', 'amateur', 'than', 'anyone', 'else', 'it', '', 's', 'fast', 'it', '', 's', 'free', 'it', '', 's', 'pornhub']","['pornhub', 'world', '', 'lead', 'free', 'porn', 'site', 'choose', 'million', 'hardcore', 'video', 'stream', 'quickly', 'high', 'quality', 'include', 'amaze', 'vr', 'porn', 'large', 'adult', 'site', 'internet', 'keep', 'get', 'well', 'pornstars', 'real', 'amateur', 'anyone', 'else', '', 'fast', '', 'free', '', 'pornhub']",,berbahaya
"fuq.com is a porn site with millions of free videos. our database has everything you'll ever need, so enter & enjoy ;)","fuq.com is a porn site with millions of free videos. our database has everything you'll ever need, so enter & enjoy ;)","fuq.com is a porn site with millions of free videos. our database has everything you'll ever need, so enter & enjoy ;)",fuqcom is a porn site with millions of free videos our database has everything you'll ever need so enter enjoy ;,"['fuqcom', 'is', 'a', 'porn', 'site', 'with', 'millions', 'of', 'free', 'videos', 'our', 'database', 'has', 'everything', 'you', ""'ll"", 'ever', 'need', 'so', 'enter', 'enjoy', ';']","['fuqcom', 'be', 'a', 'porn', 'site', 'with', 'million', 'of', 'free', 'video', 'our', 'database', 'have', 'everything', 'you', 'll', 'ever', 'need', 'so', 'enter', 'enjoy', '']","['fuqcom', 'porn', 'site', 'million', 'free', 'video', 'database', 'everything', 'ever', 'need', 'enter', 'enjoy', '']",,berbahaya
"x-art features the world's finest hd erotic videos and erotic photography, gorgeous erotic models and nude models from the usa, europe and south america, all shot with quality and clarity by top photographers.","x-art features the world's finest hd erotic videos and erotic photography, gorgeous erotic models and nude models from the usa, europe and south america, all shot with quality and clarity by top photographers.","x art features the world's finest hd erotic videos and erotic photography, gorgeous erotic models and nude models from the usa, europe and south america, all shot with quality and clarity by top photographers.",x art features the world's finest hd erotic videos and erotic photography gorgeous erotic models and nude models from the usa europe and south america all shot with quality and clarity by top photographers,"['x', 'art', 'features', 'the', 'world', ""'s"", 'finest', 'hd', 'erotic', 'videos', 'and', 'erotic', 'photography', 'gorgeous', 'erotic', 'models', 'and', 'nude', 'models', 'from', 'the', 'usa', 'europe', 'and', 'south', 'america', 'all', 'shot', 'with', 'quality', 'and', 'clarity', 'by', 'top', 'photographers']","['x', 'art', 'feature', 'the', 'world', 's', 'fine', 'hd', 'erotic', 'video', 'and', 'erotic', 'photography', 'gorgeous', 'erotic', 'model', 'and', 'nude', 'model', 'from', 'the', 'usa', 'europe', 'and', 'south', 'america', 'all', 'shot', 'with', 'quality', 'and', 'clarity', 'by', 'top', 'photographer']","['x', 'art', 'feature', 'world', 'fine', 'hd', 'erotic', 'video', 'erotic', 'photography', 'gorgeous', 'erotic', 'model', 'nude', 'model', 'usa', 'europe', 'south', 'america', 'shot', 'quality', 'clarity', 'top', 'photographer']",,berbahaya
